-0.35000935	-0.3039083	0.15471728	0.35097563	0.33853096	-0.35625347	0.2827377	0.3900717	-0.30007392	0.35955566	0.37684393	-0.34284574	-0.41265026	0.34571096	-0.17837821	-0.32637858
-0.017149668	0.16858055	-0.21985887	-0.039633766	-0.07339842	0.04536585	-0.15345035	-0.15564601	-0.15730748	0.0005276163	-0.006197605	0.0050288243	0.012346632	0.027289838	0.27049682	0.08130191
-0.043601476	0.106974326	-0.17302349	-0.02984384	-0.011315319	-0.011166369	-0.013968087	-0.08366763	-0.11308327	0.042546272	0.061539717	0.001286892	-0.008224755	-5.3854776e-05	0.19912565	0.018005064
-0.2225281	0.10784506	-0.086566836	0.18753687	0.12886798	-0.16572727	0.005235815	-0.03427199	-0.29484457	0.16949117	0.15153433	-0.19916613	-0.18934532	0.16940896	0.19237037	-0.034135964
-0.008710638	0.14371552	-0.15031286	0.06906394	0.049518052	-0.04531876	-0.05629493	-0.08196256	-0.105521485	0.020760592	0.102438934	-0.032042995	-0.057423692	0.022741584	0.20816313	0.010502368
0.054542538	0.17018831	-0.160347	-0.066455096	-0.0029965227	-0.00924336	-0.08587135	-0.120919436	-0.097784474	0.03653244	-0.024121866	-0.034467828	-0.007932865	-0.010005133	0.24435773	0.067764305
-0.17085677	-0.07935536	-0.0004708769	0.18232474	0.12933114	-0.18479009	0.1679867	0.15178198	-0.18854845	0.2445899	0.15571266	-0.2142478	-0.21876545	0.19582352	0.07963484	-0.10549956
0.5842134	0.5780615	-0.43642735	-0.59186286	-0.5434861	0.57462126	-0.57104903	-0.6609594	0.2749382	-0.5646779	-0.48873892	0.57128865	0.54041487	-0.5952279	0.487963	0.57457894
-0.105968654	0.10029768	-0.08656704	0.07075108	-0.00249036	-0.094181836	0.050844625	-0.018734507	-0.17706421	0.09456941	0.04574462	-0.104533836	-0.12059477	0.09209164	0.20908904	0.027323797
0.13101453	0.20131876	-0.21048307	-0.048884686	-0.07021976	0.12154195	-0.12336956	-0.21637063	-0.10515262	-0.028003654	-0.06446913	0.0190334	0.10490257	-0.052844208	0.35613084	0.14997606
-0.04030677	0.12719958	-0.16664186	0.037897404	0.00945984	-0.050800886	-0.0010159647	-0.10452012	-0.3050206	0.049216636	0.03827914	-0.08791852	-0.10209814	0.057478454	0.21582864	0.014640601
-0.0834316	0.026424069	0.0014552359	0.07131616	0.07214063	-0.1495124	0.01214039	0.01528094	-0.09655609	0.123489894	0.06760239	-0.08474425	-0.08042557	0.10254317	0.11679286	-0.10343655
-0.058611568	0.07369687	-0.13906224	0.039253574	0.061294504	-0.03843955	0.02893491	-0.0002972192	-0.23203789	0.069793634	0.05649535	-0.1330712	-0.029594094	0.10775784	0.18414171	0.0013775879
0.1679336	0.2656865	-0.26470178	-0.17410202	-0.1302513	0.14978513	-0.15338933	-0.2250154	-0.020640332	-0.13565175	-0.18381515	0.09919791	0.11723296	-0.10286102	0.34082356	0.19707248
0.5517632	0.5340982	-0.36449456	-0.57407165	-0.52018994	0.5789308	-0.49686322	-0.56382596	0.19885218	-0.47621533	-0.5427027	0.4861939	0.6163269	-0.5351173	0.43980935	0.5013647
0.3223566	0.37799513	-0.3245149	-0.32230717	-0.26718643	0.28703484	-0.31870383	-0.41280508	0.054211136	-0.27656403	-0.27486178	0.2503239	0.32687086	-0.3356253	0.459887	0.3686681
0.120454326	0.13562548	-0.14645648	-0.04640878	-0.10125033	0.113415726	-0.12559071	-0.12293121	-0.048561722	-0.05680094	-0.12004403	0.06747202	0.12818258	-0.11296203	0.18057102	0.13978636
-0.09150925	0.08943816	-0.08185408	0.12382389	0.044498812	-0.109437175	0.03993907	-0.034396674	-0.2850236	0.13222376	0.122504614	-0.13738252	-0.16448395	0.15885842	0.25159103	0.018187746
0.3512669	0.39202586	-0.31819963	-0.28315353	-0.3691528	0.30299342	-0.30953318	-0.39004087	0.103050135	-0.26293138	-0.2833346	0.27550685	0.34258524	-0.3064732	0.35565495	0.32044134
